Canal	Agua		Sal		Oleo		Gas		Back		Total
324	10900000	5330000	14800000	24600000	2460000	58700000	
325	10500000	5270000	14300000	23700000	2440000	56800000	
326	10100000	5210000	13700000	22800000	2430000	54700000	
327	9680000	5160000	13100000	21800000	2420000	52500000	
328	9260000	5110000	12500000	20800000	2400000	50500000	
329	8860000	5070000	12000000	19900000	2390000	48500000	
330	8510000	5030000	11500000	19200000	2380000	46800000	
331	8220000	4990000	11100000	18500000	2360000	45400000	
332	7980000	4960000	10800000	18000000	2350000	44200000	
333	7800000	4930000	10500000	17500000	2340000	43300000	
334	7660000	4900000	10400000	17200000	2330000	42700000	
335	7570000	4870000	10200000	17000000	2320000	42200000	
336	7520000	4840000	10200000	16900000	2300000	41900000	
337	7490000	4820000	10100000	16900000	2290000	41800000	
338	7490000	4800000	10100000	16900000	2280000	41800000	
339	7510000	4790000	10200000	16900000	2260000	41800000	
340	7530000	4800000	10200000	17000000	2250000	41900000	
341	7570000	4830000	10200000	17000000	2240000	42100000	
342	7620000	4880000	10300000	17100000	2220000	42400000	
343	7670000	4980000	10400000	17300000	2200000	42700000	
344	7720000	5130000	10400000	17400000	2190000	43100000	
345	7780000	5340000	10500000	17500000	2170000	43500000	
346	7840000	5620000	10600000	17600000	2160000	44000000	
347	7900000	6000000	10700000	17800000	2140000	44600000	
348	7950000	6470000	10800000	17900000	2120000	45200000	
349	8000000	7040000	10800000	18000000	2110000	46000000	
350	8040000	7700000	10900000	18100000	2090000	46700000	
351	8070000	8460000	10900000	18100000	2080000	47500000	
352	8080000	9280000	10900000	18200000	2070000	48300000	
353	8070000	10200000	10900000	18100000	2050000	49000000	
354	8030000	11000000	10900000	18100000	2040000	49600000	
355	7970000	11900000	10800000	17900000	2030000	50000000	
356	7870000	12700000	10600000	17700000	2020000	50200000	
357	7740000	13400000	10500000	17400000	2010000	50200000	
358	7570000	13900000	10200000	17000000	2010000	49900000	
359	7360000	14300000	9960000	16600000	2000000	49200000	
360	7130000	14400000	9640000	16000000	1990000	48300000	
361	6860000	14400000	9280000	15400000	1980000	47000000	
362	6570000	14200000	8890000	14800000	1970000	45400000	
363	6270000	13800000	8480000	14100000	1960000	43700000	
364	5950000	13300000	8050000	13400000	1950000	41700000	
365	5630000	12700000	7620000	12700000	1940000	39600000	
366	5320000	11900000	7200000	12000000	1930000	37500000	
367	5010000	11200000	6780000	11300000	1920000	35300000	
368	4710000	10400000	6380000	10600000	1910000	33300000	
369	4440000	9690000	6010000	9990000	1900000	31300000	
370	4170000	9000000	5650000	9400000	1890000	29500000	
371	3930000	8370000	5330000	8850000	1880000	27800000	
372	3710000	7810000	5020000	8350000	1870000	26200000	
373	3500000	7330000	4750000	7880000	1860000	24800000	
374	3310000	6910000	4490000	7460000	1850000	23500000	
375	3130000	6560000	4250000	7060000	1840000	22400000	
376	2980000	6270000	4040000	6710000	1830000	21400000	
377	2830000	6030000	3840000	6370000	1820000	20500000	
378	2690000	5830000	3660000	6070000	1810000	19700000	
379	2570000	5660000	3500000	5800000	1800000	18900000	
380	2470000	5510000	3350000	5560000	1790000	18300000	
381	2370000	5390000	3230000	5350000	1780000	17700000	
382	2300000	5280000	3120000	5180000	1760000	17300000	
383	2250000	5190000	3050000	5060000	1750000	16900000	
384	2220000	5110000	3020000	5010000	1740000	16700000	
